OSHPD_ID,FACILITY_NAME,LICENSE_NUM,FACILITY_LEVEL_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_CODE,COUNTY_NAME,ER_SERVICE_LEVEL_DESC,TOTAL_NUMBER_BEDS,FACILITY_STATUS_DESC,FACILITY_STATUS_DATE,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,LATITUDE,LONGITUDE
306364259,"HIGH DESERT PREGNANCY CLINIC, INC.",240000674,Parent Facility,56659 29 Palms Hwy,Yucca Valley,92284,36,San Bernardino,Not Applicable,,Open,2001-01-01,Clinic,Community Clinic,34.12060000,-116.42828000
306364261,WHITNEY YOUNG FAMILY HEALTH CLINIC,240000839,Parent Facility,1755 Maple St,San Bernardino,92411,36,San Bernardino,Not Applicable,,Open,2002-07-18,Clinic,Community Clinic,34.11433000,-117.32505000
306364298,AHF HEALTHCARE CENTER - UPLAND,240000875,Parent Facility,8263 Grove Ave,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2004-07-27,Clinic,Community Clinic,34.10424000,-117.62851000
306364300,WELL OF HEALING MOBILE MEDICAL CLINIC,240000877,Parent Facility,7623 EAST AVE,FONTANA,92336,36,San Bernardino,Not Applicable,,Open,2004-10-14,Clinic,Community Clinic,34.11524730,-117.51393020
306364308,CITRUS VALLEY DIALYSIS,550000010,Parent Facility,894 HARDT ST,SAN BERNARDINO,92408,36,San Bernardino,Not Applicable,,Open,2005-01-14,Clinic,Chronic Dialysis Clinic,34.07286690,-117.26669010
306364311,PREGNANCY COUNSELING CENTER,240000750,Parent Facility,114 E Airport Dr,San Bernardino,92408,36,San Bernardino,Not Applicable,,Open,2004-09-05,Clinic,Community Clinic,34.06748490,-117.28559650
306364314,ONTARIO DIALYSIS,550000080,Parent Facility,1950 S Grove Ave,Ontario,91761,36,San Bernardino,Not Applicable,,Open,2005-08-04,Clinic,Chronic Dialysis Clinic,34.03802000,-117.62853000
306364355,CHINO HILLS PRIMARY CARE CENTER,550000559,Parent Facility,3110 Chino Ave,Chino Hills,91709,36,San Bernardino,Not Applicable,,Open,2007-08-02,Clinic,Community Clinic,34.01076000,-117.73838000
306364366,INLAND FAMILY COMMUNITY HEALTH CENTER,240000508,Parent Facility,665 N D St,San Bernardino,92401,36,San Bernardino,Not Applicable,,Open,2008-02-07,Clinic,Community Clinic,34.11154000,-117.29187000
306364367,"ONTARIO DIALYSIS CENTER, INC.",550000687,Parent Facility,1001 W 6th St,Ontario,91762,36,San Bernardino,Not Applicable,,Open,2007-11-02,Clinic,Chronic Dialysis Clinic,34.08511000,-117.66784000
306364375,DIALYSIS CENTER OF ONTARIO,550000815,Parent Facility,2850 Inland Empire Blvd,Ontario,91764,36,San Bernardino,Not Applicable,,Open,2008-09-30,Clinic,Chronic Dialysis Clinic,34.06927810,-117.59123040
306364382,"H STREET CLINIC, LLC",550000837,Parent Facility,1329 N H St,San Bernardino,92405,36,San Bernardino,Not Applicable,,Open,2019-05-29,Clinic,Community Clinic,34.12404000,-117.30089000
306364391,HESPERIA DIAYSIS CENTER,550001093,Parent Facility,14135 Main St,Hesperia,92345,36,San Bernardino,Not Applicable,,Open,2009-06-01,Clinic,Chronic Dialysis Clinic,34.42670000,-117.35423000
306364392,FRESENIUS MEDICAL CARE OF LOMA LINDA,550000894,Parent Facility,269 E Caroline St,San Bernardino,92408,36,San Bernardino,Not Applicable,,Open,2009-12-10,Clinic,Chronic Dialysis Clinic,34.06143000,-117.27921000
306364396,RAI - JUNIPER AVE - FONTANA,550001007,Parent Facility,10557 Juniper Ave,Fontana,92337,36,San Bernardino,Not Applicable,,Open,2009-10-20,Clinic,Chronic Dialysis Clinic,34.06178840,-117.43883700
306364401,MOUNTAIN VISTA DIALYSIS CENTER,240000530,Parent Facility,4041 University Pkwy,San Bernardino,92407,36,San Bernardino,Not Applicable,,Open,2010-02-10,Clinic,Chronic Dialysis Clinic,34.16515640,-117.33279790
306364406,HIGHLAND RANCH DIALYSIS CENTER,550001241,Parent Facility,7223 Church St,Highland,92346,36,San Bernardino,Not Applicable,,Open,2010-03-18,Clinic,Chronic Dialysis Clinic,34.12252860,-117.17311430
306364415,FONTANA DIALYSIS,240000334,Parent Facility,17590 Foothill Blvd,Fontana,92335,36,San Bernardino,Not Applicable,,Open,2010-08-26,Clinic,Chronic Dialysis Clinic,34.10677250,-117.42075160
306364422,AL-SHIFA CLINIC,550001610,Parent Facility,2034 Mallory St,San Bernardino,92407,36,San Bernardino,Not Applicable,,Open,2011-05-16,Clinic,Community Clinic,34.14333000,-117.33677000
306364448,MOJAVE SAGE DIALYSIS,550001904,Parent Facility,17207 Jasmine St,Victorville,92395,36,San Bernardino,Not Applicable,,Open,2012-04-23,Clinic,Chronic Dialysis Clinic,34.47444850,-117.28656330
306364466,TRI-STATE COMMUNITY HEALTHCARE CENTER,550002236,Parent Facility,1402 Bailey Ave,Needles,92363,36,San Bernardino,Not Applicable,,Open,2013-02-21,Clinic,Community Clinic,34.83277810,-114.61863850
306364467,ASSURE PREGNANCY CLINIC,550002289,Parent Facility,9161 Sierra Ave,Fontana,92335,36,San Bernardino,Not Applicable,,Open,2013-06-07,Clinic,Community Clinic,34.08723200,-117.43478100
306364484,PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES,550002375,Parent Facility,15403 Park Ave E,Victorville,92392,36,San Bernardino,Not Applicable,,Open,2013-08-21,Clinic,Community Clinic,34.50657400,-117.32385600
306364485,"MISSION CITY COMMUNITY NETWORK, INC. - VICTORVILLE",550002273,Parent Facility,15201 11th St,Victorville,92395,36,San Bernardino,Not Applicable,,Open,2014-02-13,Clinic,Community Clinic,34.52726000,-117.29250000
306364500,DESERT CITIES DIALYSIS - AMETHYST,550002569,Parent Facility,11883 Amethyst Rd,Victorville,92392,36,San Bernardino,Not Applicable,,Open,2014-06-24,Clinic,Chronic Dialysis Clinic,34.46683000,-117.36430000
306364520,PARKTREE COMMUNITY HEALTH CENTER,240000826,Parent Facility,1556 S Sultana Ave,Ontario,91761,36,San Bernardino,Not Applicable,,Open,2015-05-08,Clinic,Community Clinic,34.04545000,-117.64600000
306364521,MONTCLAIR DIALYSIS CENTER,240000695,Parent Facility,9142 Monte Vista Ave,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2015-03-23,Clinic,Chronic Dialysis Clinic,34.08783000,-117.69836000
306364528,COLTON RANCH DIALYSIS,550002975,Parent Facility,1405 W Valley Blvd,Colton,92324,36,San Bernardino,Not Applicable,,Open,2015-04-20,Clinic,Chronic Dialysis Clinic,34.06939000,-117.34885000
306364530,"UNICARE COMMUNITY HEALTH CENTER, INC.",550002956,Parent Facility,437 N Euclid Ave,Ontario,91762,36,San Bernardino,Not Applicable,,Open,2014-12-16,Clinic,Community Clinic,34.06804000,-117.65125000
306364531,HOME DIALYSIS CENTERS OF RANCHO CUCAMONGA LLC,550002718,Parent Facility,8239 Rochester Ave,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2014-11-12,Clinic,Chronic Dialysis Clinic,34.10420000,-117.54569000
306364542,"UNICARE COMMUNITY HEALTH CENTER, INC.",550002949,Parent Facility,570 S Mount Vernon Ave,San Bernardino,92410,36,San Bernardino,Not Applicable,,Open,2015-01-01,Clinic,Community Clinic,34.09058000,-117.31386000
306364558,SAC SAN BERNARDINO CAMPUS,550003574,Parent Facility,250 S G St,San Bernardino,92410,36,San Bernardino,Not Applicable,,Open,2016-07-15,Clinic,Community Clinic,34.09651000,-117.29872000
306364566,D STREET MEDICAL CENTER,550003818,Parent Facility,590 N D St,San Bernardino,92401,36,San Bernardino,Not Applicable,,Open,2017-03-24,Clinic,Community Clinic,34.10970000,-117.29192000
306364567,ONTARIO MILLS DIALYSIS,550003544,Parent Facility,2403 S Vineyard Ave,Ontario,91761,36,San Bernardino,Not Applicable,,Open,2016-11-18,Clinic,Chronic Dialysis Clinic,34.02974000,-117.61096000
306364568,"UNICARE COMMUNITY HEALTH CENTER, INC.",550003854,Parent Facility,16127 Foothill Blvd,Fontana,92335,36,San Bernardino,Not Applicable,,Open,2017-03-15,Clinic,Community Clinic,34.10653000,-117.45296000
306364569,SERRANO DIALYSIS,550003843,Parent Facility,1800 Medical Center Dr,San Bernardino,92411,36,San Bernardino,Not Applicable,,Open,2016-09-27,Clinic,Chronic Dialysis Clinic,34.13095000,-117.32260000
306364573,HI-DESERT DIALYSIS,240000630,Parent Facility,56845 29 Palms Hwy,Yucca Valley,92284,36,San Bernardino,Not Applicable,,Open,2017-02-23,Clinic,Chronic Dialysis Clinic,34.12059000,-116.42422000
306364576,"ONTARIO HOLT DIALYSIS CENTER, INC",550003543,Parent Facility,1310 W Holt Blvd,Ontario,91762,36,San Bernardino,Not Applicable,,Open,2017-05-09,Clinic,Chronic Dialysis Clinic,34.06336000,-117.67524000
306364577,"UNICARE COMMUNITY HEALTH CENTER, INC.",550003880,Parent Facility,308 N La Cadena Dr,Colton,92324,36,San Bernardino,Not Applicable,,Open,2017-03-14,Clinic,Community Clinic,34.06817000,-117.32401000
306364591,STANTON HEALTHCARE MOBILE CLINIC,550003537,Parent Facility,1003 Snowbird Rd,Wrightwood,92397,36,San Bernardino,Not Applicable,,Open,2017-06-03,Clinic,Community Clinic,34.36316000,-117.63990000
306364592,UPLAND COLONIES DIALYSIS,550003254,Parent Facility,587 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2017-09-01,Clinic,Chronic Dialysis Clinic,34.10132000,-117.67024000
306364595,WEST VALLEY DETENTION CENTER,550001176,Parent Facility,9500 Etiwanda Ave,Rancho Cucamonga,91739,36,San Bernardino,Not Applicable,,Open,2017-11-08,Clinic,Chronic Dialysis Clinic,34.07653000,-117.52417000
406304524,MEDPLUS HOSPICE SERVICES,550001361,Parent Facility,1551 W 13th St,Upland,91786,36,San Bernardino,Not Applicable,,Open,2012-11-17,Home Health Agency/Hospice,Hospice,34.11147200,-117.67973700
406334627,"DIRECT PROVIDER OF HEALTHCARE SERVICES, INC.",550001423,Parent Facility,9320 Baseline Rd,Rancho Cucamonga,91701,36,San Bernardino,Not Applicable,,Open,2011-10-19,Home Health Agency/Hospice,Home Health Agency,34.12157000,-117.60171000
406360472,"ST. FRANCIS HOSPICE CARE, INC.",550003299,Parent Facility,10970 Arrow Rte,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2017-10-08,Home Health Agency/Hospice,Hospice,34.09916000,-117.56501000
406360638,"APPLE VALLEY HOSPICE, INC.",550003336,Parent Facility,12241 Industrial Blvd,Victorville,92395,36,San Bernardino,Not Applicable,,Open,2017-12-30,Home Health Agency/Hospice,Hospice,34.47335000,-117.28287000
406360650,"AFFECTIVE HOSPICE CARE, INC.",550003337,Parent Facility,5050 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2017-12-17,Home Health Agency/Hospice,Hospice,34.08145000,-117.69537000
406360675,"GLOBAL HOME HEALTH AND ALLIED SERVICES, LLC",550004049,Parent Facility,1003 E Cooley Dr,Colton,92324,36,San Bernardino,Not Applicable,,Open,2017-11-07,Home Health Agency/Hospice,Home Health Agency,34.05460000,-117.31076000
406360679,"GEANA HOSPICE CARE, INC.",550003339,Parent Facility,820 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2017-12-30,Home Health Agency/Hospice,Hospice,34.10399000,-117.67015000
406360831,LOVING CARE HOSPICE OF APPLE VALLEY,550004189,Parent Facility,15995 Tuscola Rd,Apple Valley,92307,36,San Bernardino,Not Applicable,,Open,2018-02-21,Home Health Agency/Hospice,Hospice,34.54164000,-117.26923000
406360867,BLOSSOM CARE HOSPICE INC,550003435,Parent Facility,11030 Arrow Rte,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2018-01-26,Home Health Agency/Hospice,Hospice,34.09916000,-117.56404000
406360872,"VAIDE HOME HEALTH, INC.",550004098,Parent Facility,12241 Industrial Blvd,Victorville,92395,36,San Bernardino,Not Applicable,,Open,2018-01-04,Home Health Agency/Hospice,Home Health Agency,34.47335000,-117.28287000
406360902,"GSR HOSPICE, INC.",550003724,Parent Facility,837 N La Cadena Dr,Colton,92324,36,San Bernardino,Not Applicable,,Open,2017-01-01,Home Health Agency/Hospice,Hospice,34.07377000,-117.32294000
406360905,"ANTHEM HOSPICE PROVIDERS, INC.",550002571,Parent Facility,1016 E Cooley Dr,Colton,92324,36,San Bernardino,Not Applicable,,Open,2016-01-17,Home Health Agency/Hospice,Hospice,34.05451000,-117.31080000
406360951,CALSTRO HOSPICE INC.,550003508,Parent Facility,4959 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2017-01-01,Home Health Agency/Hospice,Hospice,34.08130000,-117.69693000
406360994,"FIRST SOLUTION HOSPICE CARE, INC.",550003603,Parent Facility,4959 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2018-06-13,Home Health Agency/Hospice,Hospice,34.08130000,-117.69693000
406360995,"NURSES CARE HOSPICE, INC.",550003547,Parent Facility,909 S Cucamonga Ave,Ontario,91761,36,San Bernardino,Not Applicable,,Open,2018-06-15,Home Health Agency/Hospice,Hospice,34.05435000,-117.63192000
406360996,MONARCA HOSPICE,550003419,Parent Facility,545 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2018-02-17,Home Health Agency/Hospice,Hospice,34.10047000,-117.67030000
406361162,LOMA LINDA UNIV MEDICAL CENTER HOME HEALTH CARE,240000137,Parent Facility,11265 Mountain View Ave,Loma Linda,92354,36,San Bernardino,Not Applicable,,Open,1967-10-12,Home Health Agency/Hospice,Home Health Agency,34.04927000,-117.24359000
406361286,CITADEL HOSPICE INC.,550004278,Parent Facility,5050 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2018-03-23,Home Health Agency/Hospice,Hospice,34.08145000,-117.69537000
406361289,"MAIN HOSPICE AND PALLIATIVE CARE , INC.",550003608,Parent Facility,1918 Business Center Dr,San Bernardino,92408,36,San Bernardino,Not Applicable,,Open,2017-01-01,Home Health Agency/Hospice,Hospice,34.06693000,-117.28008000
406361297,MERIDIAN HOSPICE CARE,550002781,Parent Facility,8400 Maple Pl,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2017-01-01,Home Health Agency/Hospice,Hospice,34.10095000,-117.56288000
406361298,"WINGS OF HOPE HOSPICE, INC",550003546,Parent Facility,301 9th St,Redlands,92374,36,San Bernardino,Not Applicable,,Open,2017-01-01,Home Health Agency/Hospice,Hospice,34.05823000,-117.17723000
406361300,"MONZONE'S HOSPICE CARE, LLC",550002604,Parent Facility,4959 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2017-01-01,Home Health Agency/Hospice,Hospice,34.08130000,-117.69676000
406361301,"HELPING HANDS HOSPICE CARE, INC.",550002650,Parent Facility,600 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2018-04-01,Home Health Agency/Hospice,Hospice,34.10118000,-117.67015000
406361307,"EXCELCARE HOSPICE, INC.",550002651,Parent Facility,937 Via Lata,Colton,92324,36,San Bernardino,Not Applicable,,Open,2017-01-01,Home Health Agency/Hospice,Hospice,34.05530000,-117.30701000
406361320,AEGIS HOSPICE CARE,550004291,Parent Facility,4959 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2018-06-15,Home Health Agency/Hospice,Hospice,34.08130000,-117.69693000
406361331,RDM HOSPICE CARE,550003607,Parent Facility,14271 Fern Ave,Chino,91710,36,San Bernardino,Not Applicable,,Open,2018-06-29,Home Health Agency/Hospice,Hospice,33.99476000,-117.65425000
406361335,KAISER FOUNDATION HOSPITAL HHA,240000833,Parent Facility,17284 SLOVER AVE,FONTANA,92337,36,San Bernardino,Not Applicable,,Open,2008-12-03,Home Health Agency/Hospice,Home Health Agency,34.06473810,-117.42794620
406361336,PRIME CHOICE HEALTH CARE HOSPICE INC,550003455,Parent Facility,10700 Jersey Blvd,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2018-02-23,Home Health Agency/Hospice,Hospice,34.09466000,-117.57071000
406361356,"SAN BERNARDINO HOSPICE, INC.",550003664,Parent Facility,818 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2018-08-25,Home Health Agency/Hospice,Hospice,34.10424000,-117.67018000
406361358,INLAND REGIONAL HOSPICE,550002475,Parent Facility,1916 Orange Tree Ln,Redlands,92374,36,San Bernardino,Not Applicable,,Open,2018-09-26,Home Health Agency/Hospice,Hospice,34.06788000,-117.21934000
406361365,HARMONY HEALTHCARE,550003657,Parent Facility,5050 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2018-09-13,Home Health Agency/Hospice,Hospice,34.08145000,-117.69537000
406361366,"STARBRIGHT HOSPICE, INC.",550003685,Parent Facility,12139 Mt Vernon Ave,Grand Terrace,92313,36,San Bernardino,Not Applicable,,Open,2018-09-09,Home Health Agency/Hospice,Hospice,34.03326000,-117.31358000
406361372,"BRENTON HOSPICE, INC.",550003871,Parent Facility,8560 Vineyard Ave,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2017-03-21,Home Health Agency/Hospice,Hospice,34.09839000,-117.61114000
406361387,"ALLIANCE HEALTH SERVICES, INC.",550004437,Parent Facility,1421 E Cooley Dr,Colton,92324,36,San Bernardino,Not Applicable,,Open,2018-10-15,Home Health Agency/Hospice,Home Health Agency,34.05467000,-117.30523000
406361394,DIRECT PROVIDER OF HOSPICE INC.,550003787,Parent Facility,9320 Baseline Rd,Rancho Cucamonga,91701,36,San Bernardino,Not Applicable,,Open,2019-01-03,Home Health Agency/Hospice,Hospice,34.12156000,-117.60170000
406361396,"ATTENTIVE HOSPICE CARE, INC",550003644,Parent Facility,600 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2018-08-24,Home Health Agency/Hospice,Hospice,34.10118000,-117.67015000
406361402,"DEL ROSA HOME HEALTH, INC.",550004495,Parent Facility,2601 Del Rosa Ave,San Bernardino,92404,36,San Bernardino,Not Applicable,,Open,2018-12-13,Home Health Agency/Hospice,Home Health Agency,34.13965000,-117.25238000
406361409,"LAKE ARROWHEAD HOME HEALTHCARE, LLC",550004435,Parent Facility,28200 Highway 189,Lake Arrowhead,92352,36,San Bernardino,Not Applicable,,Open,2018-10-24,Home Health Agency/Hospice,Home Health Agency,34.25004000,-117.19045000
406361415,"MELORA HOME HEALTH CARE, INC.",550004378,Parent Facility,818 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2018-09-15,Home Health Agency/Hospice,Home Health Agency,34.10424000,-117.67018000
406361416,AVID HOME HEALTH INC.,550004483,Parent Facility,609 N Lemon St,Ontario,91764,36,San Bernardino,Not Applicable,,Open,2018-10-31,Home Health Agency/Hospice,Home Health Agency,34.06976000,-117.64963000
406361439,ATLANTIC GLOBAL HEALTH CORP,550004368,Parent Facility,11940 Foothill Blvd,Rancho Cucamonga,91739,36,San Bernardino,Not Applicable,,Open,2019-03-17,Home Health Agency/Hospice,Home Health Agency,34.10646000,-117.54413000
406361463,"CARE AND SUPPORT HOSPICE, INC",550004494,Parent Facility,4959 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2018-12-12,Home Health Agency/Hospice,Hospice,34.08130000,-117.69676000
406361464,"CHERRY BLOSSOM HEALTHCARE PALLIATIVE&HOSPICE, INC.",550004496,Parent Facility,688 N Arrowhead Ave,San Bernardino,92401,36,San Bernardino,Not Applicable,,Open,2018-11-20,Home Health Agency/Hospice,Hospice,34.11174000,-117.28968000
406361472,"EMERALD GARDENS HOSPICE, INC.",550004452,Parent Facility,600 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2018-11-21,Home Health Agency/Hospice,Hospice,34.10118000,-117.67015000
406361478,ALORIA HEALTHCARE,550003659,Parent Facility,5050 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2018-09-22,Home Health Agency/Hospice,Hospice,34.08145000,-117.69537000
406361505,VNA HOSPICE AND PALLIATIVE CARE OF SOUTHERN CA,980000547,Parent Facility,1317 W Foothill Blvd,Upland,91786,36,San Bernardino,Not Applicable,,Open,2019-02-22,Home Health Agency/Hospice,Home Health Agency,34.10715000,-117.67336000
406361511,VISITING NURSE ASSOCIATION SUPPORT SERVICES,980000718,Parent Facility,1317 W Foothill Blvd,Upland,91786,36,San Bernardino,Not Applicable,,Open,2018-11-27,Home Health Agency/Hospice,Home Health Agency,34.10715000,-117.67336000
406361519,SEASONS HOSPICE & PALLIATIVE CARE OF CA. SAN BERN. LLC,550001512,Branch,12550 Hesperia Rd,Victorville,92395,36,San Bernardino,Not Applicable,,Open,2018-11-01,Home Health Agency/Hospice,Hospice,34.47936000,-117.29095000
406361529,JOURNEY HOSPICE CARE INC.,550004470,Parent Facility,5050 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2018-12-03,Home Health Agency/Hospice,Hospice,34.08145000,-117.69537000
406361576,"PACIFIC VALLEY HOSPICE CARE, INC.",550003875,Parent Facility,813 N La Cadena Dr,Colton,92324,36,San Bernardino,Not Applicable,,Open,2019-03-21,Home Health Agency/Hospice,Hospice,34.07373000,-117.32295000
406361578,ADVANCED WELLNESS HOME CARE INC.,550004604,Parent Facility,4959 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2019-03-14,Home Health Agency/Hospice,Home Health Agency,34.08130000,-117.69693000
406361591,CALIMED HEALTH CARE INC,550004547,Parent Facility,869 E Foothill Blvd,Upland,91786,36,San Bernardino,Not Applicable,,Open,2019-02-06,Home Health Agency/Hospice,Home Health Agency,34.10724000,-117.63933000
406361596,PROVIDENCE HOSPICE INC.,550004477,Parent Facility,440 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2018-11-19,Home Health Agency/Hospice,Hospice,34.09893000,-117.67007000
406361617,"GEO HOSPICE CARE, INC.",550003891,Parent Facility,829 N La Cadena Dr,Colton,92324,36,San Bernardino,Not Applicable,,Open,2019-05-30,Home Health Agency/Hospice,Hospice,34.07376000,-117.32294000
406361620,SEQUOIA HEALTHCARE INC.,550003171,Parent Facility,26940 Baseline St,Highland,92346,36,San Bernardino,Not Applicable,,Open,2018-01-23,Home Health Agency/Hospice,Home Health Agency,34.12128000,-117.21651000
406361624,"ABLE HOSPICE, INC.",550003618,Parent Facility,1007 E Cooley Dr,Colton,92324,36,San Bernardino,Not Applicable,,Open,2019-07-30,Home Health Agency/Hospice,Hospice,34.05461000,-117.31117000
406361640,"AZURE HEALTH CARE MANAGEMENT, INC.",406361640,Parent Facility,2130 N Arrowhead Ave,San Bernardino,92405,36,San Bernardino,Not Applicable,,Open,2019-04-19,Home Health Agency/Hospice,Home Health Agency,34.13448000,-117.28968000
406361652,BEST OF CARE HOME HEALTH INC,550004647,Parent Facility,8350 Archibald Ave,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2019-04-27,Home Health Agency/Hospice,Home Health Agency,34.10209000,-117.59445000
406361655,COMMUNITY'S CHOICE HOSPICE,550004672,Parent Facility,10737 Laurel St,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2019-05-01,Home Health Agency/Hospice,Hospice,34.10477000,-117.57084000
406361672,BRIDGE HOME HEALTH,550004682,Parent Facility,2930 Inland Empire Blvd,Ontario,91764,36,San Bernardino,Not Applicable,,Open,2019-03-28,Home Health Agency/Hospice,Home Health Agency,34.07015000,-117.58819000
406361678,"ABBOTT HOMEHEALTH, INC.",550004713,Parent Facility,11030 Arrow Rte,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2019-03-11,Home Health Agency/Hospice,Home Health Agency,34.09944000,-117.56328000
406361692,ADEPT HOSPICE CARE,550004712,Parent Facility,515 New Jersey St,Redlands,92373,36,San Bernardino,Not Applicable,,Open,2019-05-01,Home Health Agency/Hospice,Hospice,34.06021000,-117.22182000
406361696,LAM NURSING HEALTHCARE SERVICES INC,550004685,Parent Facility,14455 Park Ave,Victorville,92392,36,San Bernardino,Not Applicable,,Open,2019-04-11,Home Health Agency/Hospice,Home Health Agency,34.51351000,-117.32489000
406361699,"ANGELS IN ROUTE, LLC",550004690,Parent Facility,935 S Mount Vernon Ave,Colton,92324,36,San Bernardino,Not Applicable,,Open,2019-09-27,Home Health Agency/Hospice,Home Health Agency,34.05489000,-117.30979000
406361707,INLAND EMPIRE HOME HEALTH CARE AGENCY,550004740,Parent Facility,238 N Riverside Ave,Rialto,92376,36,San Bernardino,Not Applicable,,Open,2019-06-07,Home Health Agency/Hospice,Home Health Agency,34.10313000,-117.37056000
406361716,PRIOR LEVEL HOME HEALTH,550004550,Parent Facility,1200 California St,Redlands,92374,36,San Bernardino,Not Applicable,,Open,2019-02-09,Home Health Agency/Hospice,Home Health Agency,34.06873000,-117.22612000
406361744,"SAN BERNARDINO HOME HEALTH, INC.",550004738,Parent Facility,600 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2019-05-14,Home Health Agency/Hospice,Home Health Agency,34.10105000,-117.66909000
406361747,"SACRED PASSION HOSPICE CARE, INC.",550004796,Parent Facility,9007 Arrow Rte,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2019-06-20,Home Health Agency/Hospice,Hospice,34.09931000,-117.60899000
406361754,ABBA HOSPICE INC.,550004732,Parent Facility,11030 Arrow Rte,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2019-05-20,Home Health Agency/Hospice,Hospice,34.09944000,-117.56328000
406361755,"AVID HOSPICE, INC.",550004733,Parent Facility,208 W E St,Ontario,91762,36,San Bernardino,Not Applicable,,Open,2019-04-04,Home Health Agency/Hospice,Hospice,34.06826000,-117.65277000
406361757,"REGEN HOSPICE, INC.",550004737,Parent Facility,560 N Arrowhead Ave,San Bernardino,92401,36,San Bernardino,Not Applicable,,Open,2019-05-09,Home Health Agency/Hospice,Hospice,34.10949000,-117.28967000
406361758,"UNITY HOSPICE CARE, INC.",550004739,Parent Facility,255 N D St,San Bernardino,92401,36,San Bernardino,Not Applicable,,Open,2019-05-31,Home Health Agency/Hospice,Hospice,34.10370000,-117.29188000
406361759,WGM HOSPICE CARE,550003905,Parent Facility,1255 W Colton Ave,Redlands,92374,36,San Bernardino,Not Applicable,,Open,2019-06-22,Home Health Agency/Hospice,Hospice,34.06208000,-117.20179000
406361769,"WELLNESS HEALTHCARE, INC.",550004590,Parent Facility,869 E Foothill Blvd,Upland,91786,36,San Bernardino,Not Applicable,,Open,2019-08-21,Home Health Agency/Hospice,Home Health Agency,34.10829000,-117.63935000
406361770,"AZURE HOME HEALTH, INC.",550004613,Parent Facility,609 N Lemon St,Ontario,91764,36,San Bernardino,Not Applicable,,Open,2019-08-22,Home Health Agency/Hospice,Home Health Agency,34.06976000,-117.64962000
406361771,"GOOD DAY HOME HEALTH CARE, INC",550004800,Parent Facility,1274 S Waterman Ave,San Bernardino,92408,36,San Bernardino,Not Applicable,,Open,2019-06-27,Home Health Agency/Hospice,Home Health Agency,34.07845000,-117.27882000
406361783,"DOCTORS HOME HEALTH SOUTHERN CALIFORNIA, INC",550004589,Parent Facility,14125 Telephone Ave,Chino,91710,36,San Bernardino,Not Applicable,,Open,2019-08-27,Home Health Agency/Hospice,Home Health Agency,33.99674000,-117.69338000
406361798,"EXCEL HOSPICE, INC.",550004793,Parent Facility,577 N D St,San Bernardino,92401,36,San Bernardino,Not Applicable,,Open,2019-05-08,Home Health Agency/Hospice,Hospice,34.10969000,-117.29187000
